"-------------------------------------------------------------------------------------------"
" Atmospheric CO2 concentrations (ppm) derived from in situ air measurements                "
" at Mauna Loa, Observatory, Hawaii: Latitude 19.5°N Longitude 155.6°W Elevation 3397m      "
"                                                                                           "
" Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and            "
" and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                    "
"                                                                                           "
" Baseline data in this file through 28-Feb-2011 from archive dated 02-Mar-2011 16:05:31    "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly Mauna Loa CO2 concentrations in micro-mol CO2 per   "
" mole (ppm), reported on the 2008A SIO manometric mole fraction scale.  This is the        "
" standard version of the data most often sought.  The monthly values have been adjusted    "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are measured on the '08A' calibration scale                            "
1977, 04,   28230, 1977.2877,   336.07,   333.62,     335.91,   333.45,     336.07,   333.62
1977, 05,   28260, 1977.3699,   336.75,   333.79,     336.60,   333.64,     336.75,   333.79
1977, 06,   28291, 1977.4548,   336.27,   334.00,     336.09,   333.82,     336.27,   334.00
1977, 07,   28321, 1977.5370,   334.93,   334.14,     334.77,   333.99,     334.93,   334.14
1977, 08,   28352, 1977.6219,   332.75,   334.04,     332.87,   334.16,     332.75,   334.04
1977, 09,   28383, 1977.7068,   331.59,   334.64,     331.26,   334.32,     331.59,   334.64
1977, 10,   28413, 1977.7890,   331.16,   334.36,     331.27,   334.46,     331.16,   334.36
1977, 11,   28444, 1977.8740,   332.40,   334.43,     332.58,   334.61,     332.40,   334.43
1977, 12,   28474, 1977.9562,   333.85,   334.71,     333.88,   334.74,     333.85,   334.71
1978, 01,   28505, 1978.0411,   334.97,   334.97,     334.88,   334.88,     334.97,   334.97
1978, 02,   28536, 1978.1260,   335.39,   334.72,     335.68,   335.02,     335.39,   334.72
1978, 03,   28564, 1978.2027,   336.64,   335.26,     336.52,   335.13,     336.64,   335.26
1978, 04,   28595, 1978.2877,   337.76,   335.29,     337.72,   335.26,     337.76,   335.29
1978, 05,   28625, 1978.3699,   338.01,   335.04,     338.35,   335.38,     338.01,   335.04
1978, 06,   28656, 1978.4548,   337.89,   335.61,     337.77,   335.49,     337.89,   335.61
1978, 07,   28686, 1978.5370,   336.54,   335.76,     336.38,   335.60,     336.54,   335.76
1978, 08,   28717, 1978.6219,   334.68,   335.97,     334.41,   335.70,     334.68,   335.97
1978, 09,   28748, 1978.7068,   332.76,   335.83,     332.73,   335.80,     332.76,   335.83
1978, 10,   28778, 1978.7890,   332.55,   335.76,     332.68,   335.89,     332.55,   335.76
1978, 11,   28809, 1978.8740,   333.92,   335.96,     333.95,   335.98,     333.92,   335.96
1978, 12,   28839, 1978.9562,   334.95,   335.82,     335.21,   336.08,     334.95,   335.82
1979, 01,   28870, 1979.0411,   336.23,   336.23,     336.18,   336.19,     336.23,   336.23
1979, 02,   28901, 1979.1260,   336.76,   336.09,     336.96,   336.30,     336.76,   336.09
1979, 03,   28929, 1979.2027,   337.96,   336.57,     337.80,   336.41,     337.96,   336.57
1979, 04,   28960, 1979.2877,   338.89,   336.41,     339.00,   336.53,     338.89,   336.41
1979, 05,   28990, 1979.3699,   339.47,   336.49,     339.64,   336.66,     339.47,   336.49
1979, 06,   29021, 1979.4548,   339.29,   337.00,     339.08,   336.79,     339.29,   337.00
1979, 07,   29051, 1979.5370,   337.73,   336.94,     337.71,   336.93,     337.73,   336.94
1979, 08,   29082, 1979.6219,   336.09,   337.38,     335.77,   337.07,     336.09,   337.38
1979, 09,   29113, 1979.7068,   333.91,   336.99,     334.13,   337.21,     333.91,   336.99
1979, 10,   29143, 1979.7890,   333.86,   337.08,     334.14,   337.36,     333.86,   337.08
1979, 11,   29174, 1979.8740,   335.29,   337.33,     335.47,   337.52,     335.29,   337.33
1979, 12,   29204, 1979.9562,   336.73,   337.60,     336.81,   337.68,     336.73,   337.60
1980, 01,   29235, 1980.0410,   338.01,   338.02,     337.85,   337.85,     338.01,   338.02
1980, 02,   29266, 1980.1257,   338.36,   337.69,     338.69,   338.02,     338.36,   337.69
1980, 03,   29295, 1980.2049,   340.08,   338.66,     339.60,   338.18,     340.08,   338.66
1980, 04,   29326, 1980.2896,   340.77,   338.26,     340.84,   338.34,     340.77,   338.26
1980, 05,   29356, 1980.3716,   341.46,   338.47,     341.48,   338.49,     341.46,   338.47
1980, 06,   29387, 1980.4563,   341.17,   338.90,     340.91,   338.64,     341.17,   338.90
1980, 07,   29417, 1980.5383,   339.56,   338.80,     339.53,   338.77,     339.56,   338.80
1980, 08,   29448, 1980.6230,   337.60,   338.93,     337.57,   338.90,     337.60,   338.93
1980, 09,   29479, 1980.7077,   335.88,   338.98,     335.92,   339.02,     335.88,   338.98
1980, 10,   29509, 1980.7896,   336.02,   339.24,     335.91,   339.14,     336.02,   339.24
1980, 11,   29540, 1980.8743,   337.10,   339.15,     337.20,   339.24,     337.10,   339.15
1980, 12,   29570, 1980.9563,   338.21,   339.09,     338.47,   339.35,     338.21,   339.09
1981, 01,   29601, 1981.0411,   339.23,   339.23,     339.45,   339.45,     339.23,   339.23
1981, 02,   29632, 1981.1260,   340.48,   339.80,     340.22,   339.55,     340.48,   339.80
1981, 03,   29660, 1981.2027,   341.38,   339.98,     341.04,   339.64,     341.38,   339.98
1981, 04,   29691, 1981.2877,   342.51,   340.02,     342.21,   339.72,     342.51,   340.02
1981, 05,   29721, 1981.3699,   342.91,   339.91,     342.81,   339.80,     342.91,   339.91
1981, 06,   29752, 1981.4548,   342.25,   339.95,     342.18,   339.88,     342.25,   339.95
1981, 07,   29782, 1981.5370,   340.49,   339.70,     340.76,   339.96,     340.49,   339.70
1981, 08,   29813, 1981.6219,   338.43,   339.74,     338.75,   340.05,     338.43,   339.74
1981, 09,   29844, 1981.7068,   336.69,   339.79,     337.05,   340.15,     336.69,   339.79
1981, 10,   29874, 1981.7890,   336.86,   340.10,     337.01,   340.26,     336.86,   340.10
1981, 11,   29905, 1981.8740,   338.36,   340.42,     338.32,   340.37,     338.36,   340.42
1981, 12,   29935, 1981.9562,   339.61,   340.49,     339.61,   340.49,     339.61,   340.49
1982, 01,   29966, 1982.0411,   340.75,   340.75,     340.60,   340.61,     340.75,   340.75
1982, 02,   29997, 1982.1260,   341.61,   340.94,     341.39,   340.71,     341.61,   340.94
1982, 03,   30025, 1982.2027,   342.70,   341.30,     342.21,   340.80,     342.70,   341.30
1982, 04,   30056, 1982.2877,   343.57,   341.07,     343.39,   340.89,     343.57,   341.07
1982, 05,   30086, 1982.3699,   344.14,   341.12,     343.98,   340.97,     344.14,   341.12
1982, 06,   30117, 1982.4548,   343.35,   341.04,     343.35,   341.04,     343.35,   341.04
1982, 07,   30147, 1982.5370,   342.06,   341.26,     341.91,   341.11,     342.06,   341.26
1982, 08,   30178, 1982.6219,   339.81,   341.12,     339.88,   341.19,     339.81,   341.12
1982, 09,   30209, 1982.7068,   337.98,   341.09,     338.15,   341.27,     337.98,   341.09
1982, 10,   30239, 1982.7890,   337.86,   341.12,     338.10,   341.36,     337.86,   341.12
1982, 11,   30270, 1982.8740,   339.26,   341.33,     339.41,   341.47,     339.26,   341.33
1982, 12,   30300, 1982.9562,   340.49,   341.37,     340.72,   341.60,     340.49,   341.37
1983, 01,   30331, 1983.0411,   341.37,   341.37,     341.75,   341.76,     341.37,   341.37
1983, 02,   30362, 1983.1260,   342.52,   341.85,     342.61,   341.93,     342.52,   341.85
1983, 03,   30390, 1983.2027,   343.10,   341.69,     343.51,   342.10,     343.10,   341.69
1983, 04,   30421, 1983.2877,   344.94,   342.43,     344.81,   342.30,     344.94,   342.43
1983, 05,   30451, 1983.3699,   345.75,   342.73,     345.52,   342.50,     345.75,   342.73
1983, 06,   30482, 1983.4548,   345.32,   343.00,     345.01,   342.69,     345.32,   343.00
1983, 07,   30512, 1983.5370,   343.98,   343.19,     343.67,   342.87,     343.98,   343.19
1983, 08,   30543, 1983.6219,   342.39,   343.70,     341.73,   343.04,     342.39,   343.70
1983, 09,   30574, 1983.7068,   339.86,   342.99,     340.08,   343.21,     339.86,   342.99
1983, 10,   30604, 1983.7890,   339.99,   343.26,     340.08,   343.35,     339.99,   343.26
1983, 11,   30635, 1983.8740,   341.16,   343.23,     341.42,   343.50,     341.16,   343.23
1983, 12,   30665, 1983.9562,   342.99,   343.88,     342.75,   343.63,     342.99,   343.88
1984, 01,   30696, 1984.0410,   343.70,   343.70,     343.76,   343.77,     343.70,   343.70
1984, 02,   30727, 1984.1257,   344.51,   343.83,     344.57,   343.90,     344.51,   343.83
1984, 03,   30756, 1984.2049,   345.28,   343.84,     345.46,   344.02,     345.28,   343.84
1984, 04,   30787, 1984.2896,   347.07,   344.53,     346.68,   344.14,     347.07,   344.53
1984, 05,   30817, 1984.3716,   347.43,   344.40,     347.29,   344.26,     347.43,   344.40
1984, 06,   30848, 1984.4563,   346.79,   344.49,     346.68,   344.38,     346.79,   344.49
1984, 07,   30878, 1984.5383,   345.39,   344.62,     345.27,   344.49,     345.39,   344.62
1984, 08,   30909, 1984.6230,   343.28,   344.63,     343.26,   344.61,     343.28,   344.63
1984, 09,   30940, 1984.7077,   341.07,   344.22,     341.59,   344.73,     341.07,   344.22
1984, 10,   30970, 1984.7896,   341.35,   344.62,     341.58,   344.85,     341.35,   344.62
1984, 11,   31001, 1984.8743,   342.98,   345.05,     342.91,   344.99,     342.98,   345.05
1984, 12,   31031, 1984.9563,   344.22,   345.10,     344.23,   345.12,     344.22,   345.10
1985, 01,   31062, 1985.0411,   344.97,   344.97,     345.26,   345.26,     344.97,   344.97
1985, 02,   31093, 1985.1260,   346.00,   345.32,     346.07,   345.39,     346.00,   345.32
1985, 03,   31121, 1985.2027,   347.43,   346.01,     346.93,   345.51,     347.43,   346.01
1985, 04,   31152, 1985.2877,   348.35,   345.82,     348.16,   345.63,     348.35,   345.82
1985, 05,   31182, 1985.3699,   348.93,   345.88,     348.79,   345.74,     348.93,   345.88
1985, 06,   31213, 1985.4548,   348.25,   345.92,     348.18,   345.84,     348.25,   345.92
1985, 07,   31243, 1985.5370,   346.56,   345.76,     346.74,   345.93,     346.56,   345.76
1985, 08,   31274, 1985.6219,   344.68,   346.01,     344.70,   346.02,     344.68,   346.01
1985, 09,   31305, 1985.7068,   343.09,   346.24,     342.96,   346.11,     343.09,   346.24
1985, 10,   31335, 1985.7890,   342.80,   346.09,     342.90,   346.19,     342.80,   346.09
1985, 11,   31366, 1985.8740,   344.24,   346.33,     344.19,   346.28,     344.24,   346.33
1985, 12,   31396, 1985.9562,   345.56,   346.44,     345.48,   346.37,     345.56,   346.44
1986, 01,   31427, 1986.0411,   346.29,   346.30,     346.47,   346.47,     346.29,   346.30
1986, 02,   31458, 1986.1260,   346.96,   346.27,     347.26,   346.58,     346.96,   346.27
1986, 03,   31486, 1986.2027,   347.86,   346.43,     348.11,   346.68,     347.86,   346.43
1986, 04,   31517, 1986.2877,   349.55,   347.02,     349.34,   346.81,     349.55,   347.02
1986, 05,   31547, 1986.3699,   350.21,   347.16,     349.99,   346.93,     350.21,   347.16
1986, 06,   31578, 1986.4548,   349.54,   347.20,     349.40,   347.06,     349.54,   347.20
1986, 07,   31608, 1986.5370,   347.94,   347.13,     347.99,   347.19,     347.94,   347.13
1986, 08,   31639, 1986.6219,   345.90,   347.23,     345.99,   347.32,     345.90,   347.23
1986, 09,   31670, 1986.7068,   344.85,   348.01,     344.29,   347.44,     344.85,   348.01
1986, 10,   31700, 1986.7890,   344.17,   347.47,     344.26,   347.57,     344.17,   347.47
1986, 11,   31731, 1986.8740,   345.66,   347.76,     345.60,   347.70,     345.66,   347.76
1986, 12,   31761, 1986.9562,   346.90,   347.79,     346.93,   347.83,     346.90,   347.79
1987, 01,   31792, 1987.0411,   348.02,   348.02,     347.97,   347.97,     348.02,   348.02
1987, 02,   31823, 1987.1260,   348.47,   347.79,     348.81,   348.12,     348.47,   347.79
1987, 03,   31851, 1987.2027,   349.42,   347.99,     349.70,   348.27,     349.42,   347.99
1987, 04,   31882, 1987.2877,   350.98,   348.44,     351.00,   348.45,     350.98,   348.44
1987, 05,   31912, 1987.3699,   351.84,   348.78,     351.71,   348.64,     351.84,   348.78
1987, 06,   31943, 1987.4548,   351.25,   348.90,     351.19,   348.84,     351.25,   348.90
1987, 07,   31973, 1987.5370,   349.51,   348.71,     349.86,   349.05,     349.51,   348.71
1987, 08,   32004, 1987.6219,   348.10,   349.43,     347.93,   349.27,     348.10,   349.43
1987, 09,   32035, 1987.7068,   346.45,   349.61,     346.32,   349.49,     346.45,   349.61
1987, 10,   32065, 1987.7890,   346.36,   349.68,     346.40,   349.71,     346.36,   349.68
1987, 11,   32096, 1987.8740,   347.81,   349.91,     347.84,   349.94,     347.81,   349.91
1987, 12,   32126, 1987.9562,   348.96,   349.86,     349.27,   350.17,     348.96,   349.86
1988, 01,   32157, 1988.0410,   350.43,   350.43,     350.39,   350.39,     350.43,   350.43
1988, 02,   32188, 1988.1257,   351.73,   351.04,     351.30,   350.62,     351.73,   351.04
1988, 03,   32217, 1988.2049,   352.22,   350.76,     352.28,   350.82,     352.22,   350.76
1988, 04,   32248, 1988.2896,   353.59,   351.01,     353.60,   351.03,     353.59,   351.01
1988, 05,   32278, 1988.3716,   354.22,   351.14,     354.29,   351.22,     354.22,   351.14
1988, 06,   32309, 1988.4563,   353.79,   351.46,     353.74,   351.41,     353.79,   351.46
1988, 07,   32339, 1988.5383,   352.38,   351.60,     352.36,   351.58,     352.38,   351.60
1988, 08,   32370, 1988.6230,   350.43,   351.80,     350.38,   351.75,     350.43,   351.80
1988, 09,   32401, 1988.7077,   348.72,   351.91,     348.71,   351.90,     348.72,   351.91
1988, 10,   32431, 1988.7896,   348.88,   352.21,     348.72,   352.04,     348.88,   352.21
1988, 11,   32462, 1988.8743,   350.07,   352.17,     350.06,   352.17,     350.07,   352.17
1988, 12,   32492, 1988.9563,   351.34,   352.24,     351.39,   352.28,     351.34,   352.24
1989, 01,   32523, 1989.0411,   352.76,   352.76,     352.39,   352.40,     352.76,   352.76
1989, 02,   32554, 1989.1260,   353.07,   352.38,     353.19,   352.50,     353.07,   352.38
1989, 03,   32582, 1989.2027,   353.68,   352.24,     354.03,   352.59,     353.68,   352.24
1989, 04,   32613, 1989.2877,   355.42,   352.85,     355.25,   352.69,     355.42,   352.85
1989, 05,   32643, 1989.3699,   355.67,   352.58,     355.87,   352.79,     355.67,   352.58
1989, 06,   32674, 1989.4548,   355.12,   352.76,     355.25,   352.88,     355.12,   352.76
1989, 07,   32704, 1989.5370,   353.90,   353.09,     353.79,   352.98,     353.90,   353.09
1989, 08,   32735, 1989.6219,   351.67,   353.01,     351.73,   353.08,     351.67,   353.01
1989, 09,   32766, 1989.7068,   349.80,   352.99,     349.99,   353.18,     349.80,   352.99
1989, 10,   32796, 1989.7890,   349.99,   353.33,     349.94,   353.28,     349.99,   353.33
1989, 11,   32827, 1989.8740,   351.29,   353.41,     351.26,   353.38,     351.29,   353.41
1989, 12,   32857, 1989.9562,   352.52,   353.43,     352.58,   353.48,     352.52,   353.43
1990, 01,   32888, 1990.0411,   353.66,   353.66,     353.58,   353.58,     353.66,   353.66
1990, 02,   32919, 1990.1260,   354.70,   354.01,     354.37,   353.68,     354.70,   354.01
1990, 03,   32947, 1990.2027,   355.39,   353.94,     355.21,   353.77,     355.39,   353.94
1990, 04,   32978, 1990.2877,   356.20,   353.63,     356.44,   353.87,     356.20,   353.63
1990, 05,   33008, 1990.3699,   357.16,   354.06,     357.07,   353.97,     357.16,   354.06
1990, 06,   33039, 1990.4548,   356.23,   353.85,     356.45,   354.08,     356.23,   353.85
1990, 07,   33069, 1990.5370,   354.82,   354.00,     355.01,   354.19,     354.82,   354.00
1990, 08,   33100, 1990.6219,   352.91,   354.26,     352.98,   354.33,     352.91,   354.26
1990, 09,   33131, 1990.7068,   350.96,   354.16,     351.27,   354.47,     350.96,   354.16
1990, 10,   33161, 1990.7890,   351.18,   354.53,     351.27,   354.62,     351.18,   354.53
1990, 11,   33192, 1990.8740,   352.83,   354.95,     352.66,   354.78,     352.83,   354.95
1990, 12,   33222, 1990.9562,   354.21,   355.12,     354.03,   354.93,     354.21,   355.12
1991, 01,   33253, 1991.0411,   354.72,   354.72,     355.08,   355.09,     354.72,   354.72
1991, 02,   33284, 1991.1260,   355.75,   355.06,     355.93,   355.23,     355.75,   355.06
1991, 03,   33312, 1991.2027,   357.16,   355.71,     356.80,   355.35,     357.16,   355.71
1991, 04,   33343, 1991.2877,   358.60,   356.02,     358.05,   355.47,     358.60,   356.02
1991, 05,   33373, 1991.3699,   359.34,   356.23,     358.67,   355.56,     359.34,   356.23
1991, 06,   33404, 1991.4548,   358.24,   355.86,     358.01,   355.63,     358.24,   355.86
1991, 07,   33434, 1991.5370,   356.17,   355.35,     356.51,   355.69,     356.17,   355.35
1991, 08,   33465, 1991.6219,   354.02,   355.37,     354.39,   355.74,     354.02,   355.37
1991, 09,   33496, 1991.7068,   352.15,   355.36,     352.58,   355.79,     352.15,   355.36
1991, 10,   33526, 1991.7890,   352.21,   355.57,     352.49,   355.85,     352.21,   355.57
1991, 11,   33557, 1991.8740,   353.75,   355.88,     353.79,   355.92,     353.75,   355.88
1991, 12,   33587, 1991.9562,   354.99,   355.90,     355.08,   355.99,     354.99,   355.90
1992, 01,   33618, 1992.0410,   355.98,   355.99,     356.06,   356.06,     355.98,   355.99
1992, 02,   33649, 1992.1257,   356.72,   356.03,     356.83,   356.14,     356.72,   356.03
1992, 03,   33678, 1992.2049,   357.81,   356.33,     357.69,   356.20,     357.81,   356.33
1992, 04,   33709, 1992.2896,   359.15,   356.54,     358.88,   356.27,     359.15,   356.54
1992, 05,   33739, 1992.3716,   359.66,   356.54,     359.44,   356.32,     359.66,   356.54
1992, 06,   33770, 1992.4563,   359.25,   356.88,     358.74,   356.37,     359.25,   356.88
1992, 07,   33800, 1992.5383,   357.02,   356.23,     357.20,   356.40,     357.02,   356.23
1992, 08,   33831, 1992.6230,   355.00,   356.39,     355.05,   356.43,     355.00,   356.39
1992, 09,   33862, 1992.7077,   353.01,   356.24,     353.23,   356.46,     353.01,   356.24
1992, 10,   33892, 1992.7896,   353.31,   356.68,     353.13,   356.49,     353.31,   356.68
1992, 11,   33923, 1992.8743,   354.16,   356.30,     354.40,   356.53,     354.16,   356.30
1992, 12,   33953, 1992.9563,   355.40,   356.31,     355.66,   356.57,     355.40,   356.31
1993, 01,   33984, 1993.0411,   356.70,   356.70,     356.62,   356.62,     356.70,   356.70
1993, 02,   34015, 1993.1260,   357.16,   356.46,     357.38,   356.68,     357.16,   356.46
1993, 03,   34043, 1993.2027,   358.38,   356.92,     358.20,   356.74,     358.38,   356.92
1993, 04,   34074, 1993.2877,   359.46,   356.86,     359.41,   356.81,     359.46,   356.86
1993, 05,   34104, 1993.3699,   360.28,   357.15,     360.02,   356.89,     360.28,   357.15
1993, 06,   34135, 1993.4548,   359.60,   357.20,     359.38,   356.98,     359.60,   357.20
1993, 07,   34165, 1993.5370,   357.57,   356.75,     357.90,   357.07,     357.57,   356.75
1993, 08,   34196, 1993.6219,   355.52,   356.88,     355.83,   357.19,     355.52,   356.88
1993, 09,   34227, 1993.7068,   353.69,   356.93,     354.08,   357.32,     353.69,   356.93
1993, 10,   34257, 1993.7890,   353.99,   357.37,     354.07,   357.46,     353.99,   357.37
1993, 11,   34288, 1993.8740,   355.34,   357.48,     355.47,   357.62,     355.34,   357.48
1993, 12,   34318, 1993.9562,   356.80,   357.71,     356.86,   357.78,     356.80,   357.71
1994, 01,   34349, 1994.0411,   358.37,   358.37,     357.95,   357.95,     358.37,   358.37
1994, 02,   34380, 1994.1260,   358.91,   358.21,     358.82,   358.12,     358.91,   358.21
1994, 03,   34408, 1994.2027,   359.97,   358.50,     359.73,   358.27,     359.97,   358.50
1994, 04,   34439, 1994.2877,   361.26,   358.66,     361.04,   358.43,     361.26,   358.66
1994, 05,   34469, 1994.3699,   361.68,   358.54,     361.73,   358.59,     361.68,   358.54
1994, 06,   34500, 1994.4548,   360.94,   358.54,     361.16,   358.75,     360.94,   358.54
1994, 07,   34530, 1994.5370,   359.55,   358.72,     359.74,   358.91,     359.55,   358.72
1994, 08,   34561, 1994.6219,   357.48,   358.85,     357.72,   359.09,     357.48,   358.85
1994, 09,   34592, 1994.7068,   355.84,   359.09,     356.02,   359.27,     355.84,   359.09
1994, 10,   34622, 1994.7890,   355.99,   359.39,     356.05,   359.44,     355.99,   359.39
1994, 11,   34653, 1994.8740,   357.58,   359.74,     357.48,   359.63,     357.58,   359.74
1994, 12,   34683, 1994.9562,   359.03,   359.95,     358.89,   359.81,     359.03,   359.95
1995, 01,   34714, 1995.0411,   359.96,   359.97,     359.99,   359.99,     359.96,   359.97
1995, 02,   34745, 1995.1260,   361.00,   360.30,     360.88,   360.17,     361.00,   360.30
1995, 03,   34773, 1995.2027,   361.64,   360.17,     361.80,   360.33,     361.64,   360.17
1995, 04,   34804, 1995.2877,   363.45,   360.84,     363.12,   360.50,     363.45,   360.84
1995, 05,   34834, 1995.3699,   363.79,   360.64,     363.82,   360.66,     363.79,   360.64
1995, 06,   34865, 1995.4548,   363.26,   360.85,     363.24,   360.82,     363.26,   360.85
1995, 07,   34895, 1995.5370,   361.90,   361.06,     361.81,   360.98,     361.90,   361.06
1995, 08,   34926, 1995.6219,   359.46,   360.83,     359.77,   361.14,     359.46,   360.83
1995, 09,   34957, 1995.7068,   358.06,   361.31,     358.05,   361.31,     358.06,   361.31
1995, 10,   34987, 1995.7890,   357.76,   361.16,     358.06,   361.47,     357.76,   361.16
1995, 11,   35018, 1995.8740,   359.56,   361.72,     359.47,   361.63,     359.56,   361.72
1995, 12,   35048, 1995.9562,   360.70,   361.62,     360.87,   361.79,     360.70,   361.62
1996, 01,   35079, 1996.0410,   362.05,   362.05,     361.94,   361.94,     362.05,   362.05
1996, 02,   35110, 1996.1257,   363.25,   362.54,     362.80,   362.09,     363.25,   362.54
1996, 03,   35139, 1996.2049,   364.02,   362.52,     363.72,   362.22,     364.02,   362.52
1996, 04,   35170, 1996.2896,   364.72,   362.07,     364.99,   362.34,     364.72,   362.07
1996, 05,   35200, 1996.3716,   365.41,   362.25,     365.62,   362.46,     365.41,   362.25
1996, 06,   35231, 1996.4563,   364.97,   362.57,     364.97,   362.57,     364.97,   362.57
1996, 07,   35261, 1996.5383,   363.65,   362.85,     363.47,   362.66,     363.65,   362.85
1996, 08,   35292, 1996.6230,   361.48,   362.89,     361.35,   362.76,     361.48,   362.89
1996, 09,   35323, 1996.7077,   359.45,   362.73,     359.57,   362.84,     359.45,   362.73
1996, 10,   35353, 1996.7896,   359.60,   363.02,     359.51,   362.92,     359.60,   363.02
1996, 11,   35384, 1996.8743,   360.76,   362.92,     360.84,   363.00,     360.76,   362.92
1996, 12,   35414, 1996.9563,   362.33,   363.25,     362.15,   363.07,     362.33,   363.25
1997, 01,   35445, 1997.0411,   363.18,   363.19,     363.15,   363.15,     363.18,   363.19
1997, 02,   35476, 1997.1260,   364.00,   363.29,     363.94,   363.23,     364.00,   363.29
1997, 03,   35504, 1997.2027,   364.57,   363.08,     364.79,   363.31,     364.57,   363.08
1997, 04,   35535, 1997.2877,   366.35,   363.72,     366.04,   363.41,     366.35,   363.72
1997, 05,   35565, 1997.3699,   366.80,   363.62,     366.69,   363.52,     366.80,   363.62
1997, 06,   35596, 1997.4548,   365.62,   363.19,     366.08,   363.65,     365.62,   363.19
1997, 07,   35626, 1997.5370,   364.47,   363.63,     364.63,   363.79,     364.47,   363.63
1997, 08,   35657, 1997.6219,   362.51,   363.89,     362.59,   363.97,     362.51,   363.89
1997, 09,   35688, 1997.7068,   360.19,   363.47,     360.89,   364.17,     360.19,   363.47
1997, 10,   35718, 1997.7890,   360.77,   364.21,     360.96,   364.39,     360.77,   364.21
1997, 11,   35749, 1997.8740,   362.43,   364.61,     362.47,   364.64,     362.43,   364.61
1997, 12,   35779, 1997.9562,   364.28,   365.20,     363.97,   364.90,     364.28,   365.20
1998, 01,   35810, 1998.0411,   365.32,   365.33,     365.17,   365.17,     365.32,   365.33
1998, 02,   35841, 1998.1260,   366.15,   365.44,     366.16,   365.45,     366.15,   365.44
1998, 03,   35869, 1998.2027,   367.31,   365.83,     367.19,   365.70,     367.31,   365.83
1998, 04,   35900, 1998.2877,   368.61,   365.97,     368.62,   365.98,     368.61,   365.97
1998, 05,   35930, 1998.3699,   369.30,   366.11,     369.43,   366.25,     369.30,   366.11
1998, 06,   35961, 1998.4548,   368.87,   366.43,     368.95,   366.51,     368.87,   366.43
1998, 07,   35991, 1998.5370,   367.64,   366.80,     367.60,   366.76,     367.64,   366.80
1998, 08,   36022, 1998.6219,   365.78,   367.16,     365.62,   367.00,     365.78,   367.16
1998, 09,   36053, 1998.7068,   363.90,   367.19,     363.93,   367.23,     363.90,   367.19
1998, 10,   36083, 1998.7890,   364.23,   367.68,     363.98,   367.42,     364.23,   367.68
1998, 11,   36114, 1998.8740,   365.46,   367.64,     365.41,   367.60,     365.46,   367.64
1998, 12,   36144, 1998.9562,   366.97,   367.90,     366.82,   367.75,     366.97,   367.90
1999, 01,   36175, 1999.0411,   368.15,   368.15,     367.87,   367.88,     368.15,   368.15
1999, 02,   36206, 1999.1260,   368.87,   368.16,     368.70,   367.98,     368.87,   368.16
1999, 03,   36234, 1999.2027,   369.59,   368.10,     369.55,   368.06,     369.59,   368.10
1999, 04,   36265, 1999.2877,   371.14,   368.49,     370.79,   368.13,     371.14,   368.49
1999, 05,   36295, 1999.3699,   371.00,   367.80,     371.39,   368.20,     371.00,   367.80
