-------------------------------------------------------------------------------------------									
 Atmospheric CO2 concentrations (ppm) derived from in situ air measurements                									
" at Mauna Loa, Observatory, Hawaii: Latitude 19.5å¡N Longitude 155.6å¡W Elevation 3397m      "									
1985	11	31366	1985.874	344.24	346.33	344.19	346.28	344.24	346.33
1985	12	31396	1985.9562	345.56	346.44	345.48	346.37	345.56	346.44
1986	1	31427	1986.0411	346.29	346.3	346.47	346.47	346.29	346.3
1986	2	31458	1986.126	346.96	346.27	347.26	346.58	346.96	346.27
1986	3	31486	1986.2027	347.86	346.43	348.11	346.68	347.86	346.43
1986	4	31517	1986.2877	349.55	347.02	349.34	346.81	349.55	347.02
1986	5	31547	1986.3699	350.21	347.16	349.99	346.93	350.21	347.16
1986	6	31578	1986.4548	349.54	347.2	349.4	347.06	349.54	347.2
1986	7	31608	1986.537	347.94	347.13	347.99	347.19	347.94	347.13
1986	8	31639	1986.6219	345.9	347.23	345.99	347.32	345.9	347.23
1986	9	31670	1986.7068	344.85	348.01	344.29	347.44	344.85	348.01
1986	10	31700	1986.789	344.17	347.47	344.26	347.57	344.17	347.47
1986	11	31731	1986.874	345.66	347.76	345.6	347.7	345.66	347.76
1986	12	31761	1986.9562	346.9	347.79	346.93	347.83	346.9	347.79
1987	1	31792	1987.0411	348.02	348.02	347.97	347.97	348.02	348.02
1987	2	31823	1987.126	348.47	347.79	348.81	348.12	348.47	347.79
1987	3	31851	1987.2027	349.42	347.99	349.7	348.27	349.42	347.99
1987	4	31882	1987.2877	350.98	348.44	351	348.45	350.98	348.44
1987	5	31912	1987.3699	351.84	348.78	351.71	348.64	351.84	348.78
1987	6	31943	1987.4548	351.25	348.9	351.19	348.84	351.25	348.9
1987	7	31973	1987.537	349.51	348.71	349.86	349.05	349.51	348.71
1987	8	32004	1987.6219	348.1	349.43	347.93	349.27	348.1	349.43
1987	9	32035	1987.7068	346.45	349.61	346.32	349.49	346.45	349.61
1987	10	32065	1987.789	346.36	349.68	346.4	349.71	346.36	349.68
1987	11	32096	1987.874	347.81	349.91	347.84	349.94	347.81	349.91
1987	12	32126	1987.9562	348.96	349.86	349.27	350.17	348.96	349.86
1988	1	32157	1988.041	350.43	350.43	350.39	350.39	350.43	350.43
1988	2	32188	1988.1257	351.73	351.04	351.3	350.62	351.73	351.04
1988	3	32217	1988.2049	352.22	350.76	352.28	350.82	352.22	350.76
1988	4	32248	1988.2896	353.59	351.01	353.6	351.03	353.59	351.01
1988	5	32278	1988.3716	354.22	351.14	354.29	351.22	354.22	351.14
1988	6	32309	1988.4563	353.79	351.46	353.74	351.41	353.79	351.46
1988	7	32339	1988.5383	352.38	351.6	352.36	351.58	352.38	351.6
1988	8	32370	1988.623	350.43	351.8	350.38	351.75	350.43	351.8
1988	9	32401	1988.7077	348.72	351.91	348.71	351.9	348.72	351.91
1988	10	32431	1988.7896	348.88	352.21	348.72	352.04	348.88	352.21
1988	11	32462	1988.8743	350.07	352.17	350.06	352.17	350.07	352.17
1988	12	32492	1988.9563	351.34	352.24	351.39	352.28	351.34	352.24
1989	1	32523	1989.0411	352.76	352.76	352.39	352.4	352.76	352.76
1989	2	32554	1989.126	353.07	352.38	353.19	352.5	353.07	352.38
1989	3	32582	1989.2027	353.68	352.24	354.03	352.59	353.68	352.24
1989	4	32613	1989.2877	355.42	352.85	355.25	352.69	355.42	352.85
1989	5	32643	1989.3699	355.67	352.58	355.87	352.79	355.67	352.58
1989	6	32674	1989.4548	355.12	352.76	355.25	352.88	355.12	352.76
1989	7	32704	1989.537	353.9	353.09	353.79	352.98	353.9	353.09
1989	8	32735	1989.6219	351.67	353.01	351.73	353.08	351.67	353.01
1989	9	32766	1989.7068	349.8	352.99	349.99	353.18	349.8	352.99
1989	10	32796	1989.789	349.99	353.33	349.94	353.28	349.99	353.33
1989	11	32827	1989.874	351.29	353.41	351.26	353.38	351.29	353.41
1989	12	32857	1989.9562	352.52	353.43	352.58	353.48	352.52	353.43
1990	1	32888	1990.0411	353.66	353.66	353.58	353.58	353.66	353.66
1990	2	32919	1990.126	354.7	354.01	354.37	353.68	354.7	354.01
1990	3	32947	1990.2027	355.39	353.94	355.21	353.77	355.39	353.94
1990	4	32978	1990.2877	356.2	353.63	356.44	353.87	356.2	353.63
1990	5	33008	1990.3699	357.16	354.06	357.07	353.97	357.16	354.06
1990	6	33039	1990.4548	356.23	353.85	356.45	354.08	356.23	353.85
1990	7	33069	1990.537	354.82	354	355.01	354.19	354.82	354
1990	8	33100	1990.6219	352.91	354.26	352.98	354.33	352.91	354.26
1990	9	33131	1990.7068	350.96	354.16	351.27	354.47	350.96	354.16
1990	10	33161	1990.789	351.18	354.53	351.27	354.62	351.18	354.53
1990	11	33192	1990.874	352.83	354.95	352.66	354.78	352.83	354.95
1990	12	33222	1990.9562	354.21	355.12	354.03	354.93	354.21	355.12
1991	1	33253	1991.0411	354.72	354.72	355.08	355.09	354.72	354.72
1991	2	33284	1991.126	355.75	355.06	355.93	355.23	355.75	355.06
1991	3	33312	1991.2027	357.16	355.71	356.8	355.35	357.16	355.71
1991	4	33343	1991.2877	358.6	356.02	358.05	355.47	358.6	356.02
1991	5	33373	1991.3699	359.34	356.23	358.67	355.56	359.34	356.23
1991	6	33404	1991.4548	358.24	355.86	358.01	355.63	358.24	355.86
1991	7	33434	1991.537	356.17	355.35	356.51	355.69	356.17	355.35
1991	8	33465	1991.6219	354.02	355.37	354.39	355.74	354.02	355.37
1991	9	33496	1991.7068	352.15	355.36	352.58	355.79	352.15	355.36
1991	10	33526	1991.789	352.21	355.57	352.49	355.85	352.21	355.57
1991	11	33557	1991.874	353.75	355.88	353.79	355.92	353.75	355.88
1991	12	33587	1991.9562	354.99	355.9	355.08	355.99	354.99	355.9
1992	1	33618	1992.041	355.98	355.99	356.06	356.06	355.98	355.99
1992	2	33649	1992.1257	356.72	356.03	356.83	356.14	356.72	356.03
1992	3	33678	1992.2049	357.81	356.33	357.69	356.2	357.81	356.33
1992	4	33709	1992.2896	359.15	356.54	358.88	356.27	359.15	356.54
1992	5	33739	1992.3716	359.66	356.54	359.44	356.32	359.66	356.54
1992	6	33770	1992.4563	359.25	356.88	358.74	356.37	359.25	356.88
1992	7	33800	1992.5383	357.02	356.23	357.2	356.4	357.02	356.23
1992	8	33831	1992.623	355	356.39	355.05	356.43	355	356.39
1992	9	33862	1992.7077	353.01	356.24	353.23	356.46	353.01	356.24
1992	10	33892	1992.7896	353.31	356.68	353.13	356.49	353.31	356.68
1992	11	33923	1992.8743	354.16	356.3	354.4	356.53	354.16	356.3
1992	12	33953	1992.9563	355.4	356.31	355.66	356.57	355.4	356.31
1993	1	33984	1993.0411	356.7	356.7	356.62	356.62	356.7	356.7
1993	2	34015	1993.126	357.16	356.46	357.38	356.68	357.16	356.46
1993	3	34043	1993.2027	358.38	356.92	358.2	356.74	358.38	356.92
1993	4	34074	1993.2877	359.46	356.86	359.41	356.81	359.46	356.86
1993	5	34104	1993.3699	360.28	357.15	360.02	356.89	360.28	357.15
1993	6	34135	1993.4548	359.6	357.2	359.38	356.98	359.6	357.2
1993	7	34165	1993.537	357.57	356.75	357.9	357.07	357.57	356.75
1993	8	34196	1993.6219	355.52	356.88	355.83	357.19	355.52	356.88
1993	9	34227	1993.7068	353.69	356.93	354.08	357.32	353.69	356.93
1993	10	34257	1993.789	353.99	357.37	354.07	357.46	353.99	357.37
1993	11	34288	1993.874	355.34	357.48	355.47	357.62	355.34	357.48
1993	12	34318	1993.9562	356.8	357.71	356.86	357.78	356.8	357.71
1994	1	34349	1994.0411	358.37	358.37	357.95	357.95	358.37	358.37
1994	2	34380	1994.126	358.91	358.21	358.82	358.12	358.91	358.21
1994	3	34408	1994.2027	359.97	358.5	359.73	358.27	359.97	358.5
1994	4	34439	1994.2877	361.26	358.66	361.04	358.43	361.26	358.66
1994	5	34469	1994.3699	361.68	358.54	361.73	358.59	361.68	358.54
1994	6	34500	1994.4548	360.94	358.54	361.16	358.75	360.94	358.54
1994	7	34530	1994.537	359.55	358.72	359.74	358.91	359.55	358.72
1994	8	34561	1994.6219	357.48	358.85	357.72	359.09	357.48	358.85
1994	9	34592	1994.7068	355.84	359.09	356.02	359.27	355.84	359.09
1994	10	34622	1994.789	355.99	359.39	356.05	359.44	355.99	359.39
1994	11	34653	1994.874	357.58	359.74	357.48	359.63	357.58	359.74
1994	12	34683	1994.9562	359.03	359.95	358.89	359.81	359.03	359.95
1995	1	34714	1995.0411	359.96	359.97	359.99	359.99	359.96	359.97
1995	2	34745	1995.126	361	360.3	360.88	360.17	361	360.3
1995	3	34773	1995.2027	361.64	360.17	361.8	360.33	361.64	360.17
1995	4	34804	1995.2877	363.45	360.84	363.12	360.5	363.45	360.84
1995	5	34834	1995.3699	363.79	360.64	363.82	360.66	363.79	360.64
1995	6	34865	1995.4548	363.26	360.85	363.24	360.82	363.26	360.85
1995	7	34895	1995.537	361.9	361.06	361.81	360.98	361.9	361.06
1995	8	34926	1995.6219	359.46	360.83	359.77	361.14	359.46	360.83
1995	9	34957	1995.7068	358.06	361.31	358.05	361.31	358.06	361.31
1995	10	34987	1995.789	357.76	361.16	358.06	361.47	357.76	361.16
1995	11	35018	1995.874	359.56	361.72	359.47	361.63	359.56	361.72
1995	12	35048	1995.9562	360.7	361.62	360.87	361.79	360.7	361.62
1996	1	35079	1996.041	362.05	362.05	361.94	361.94	362.05	362.05
1996	2	35110	1996.1257	363.25	362.54	362.8	362.09	363.25	362.54
1996	3	35139	1996.2049	364.02	362.52	363.72	362.22	364.02	362.52
1996	4	35170	1996.2896	364.72	362.07	364.99	362.34	364.72	362.07
1996	5	35200	1996.3716	365.41	362.25	365.62	362.46	365.41	362.25
1996	6	35231	1996.4563	364.97	362.57	364.97	362.57	364.97	362.57
1996	7	35261	1996.5383	363.65	362.85	363.47	362.66	363.65	362.85
1996	8	35292	1996.623	361.48	362.89	361.35	362.76	361.48	362.89
1996	9	35323	1996.7077	359.45	362.73	359.57	362.84	359.45	362.73
1996	10	35353	1996.7896	359.6	363.02	359.51	362.92	359.6	363.02
1996	11	35384	1996.8743	360.76	362.92	360.84	363	360.76	362.92
1996	12	35414	1996.9563	362.33	363.25	362.15	363.07	362.33	363.25
1997	1	35445	1997.0411	363.18	363.19	363.15	363.15	363.18	363.19
1997	2	35476	1997.126	364	363.29	363.94	363.23	364	363.29
1997	3	35504	1997.2027	364.57	363.08	364.79	363.31	364.57	363.08
1997	4	35535	1997.2877	366.35	363.72	366.04	363.41	366.35	363.72
1997	5	35565	1997.3699	366.8	363.62	366.69	363.52	366.8	363.62
1997	6	35596	1997.4548	365.62	363.19	366.08	363.65	365.62	363.19
1997	7	35626	1997.537	364.47	363.63	364.63	363.79	364.47	363.63
1997	8	35657	1997.6219	362.51	363.89	362.59	363.97	362.51	363.89
1997	9	35688	1997.7068	360.19	363.47	360.89	364.17	360.19	363.47
1997	10	35718	1997.789	360.77	364.21	360.96	364.39	360.77	364.21
1997	11	35749	1997.874	362.43	364.61	362.47	364.64	362.43	364.61
1997	12	35779	1997.9562	364.28	365.2	363.97	364.9	364.28	365.2
1998	1	35810	1998.0411	365.32	365.33	365.17	365.17	365.32	365.33
1998	2	35841	1998.126	366.15	365.44	366.16	365.45	366.15	365.44
1998	3	35869	1998.2027	367.31	365.83	367.19	365.7	367.31	365.83
1998	4	35900	1998.2877	368.61	365.97	368.62	365.98	368.61	365.97
1998	5	35930	1998.3699	369.3	366.11	369.43	366.25	369.3	366.11
1998	6	35961	1998.4548	368.87	366.43	368.95	366.51	368.87	366.43
1998	7	35991	1998.537	367.64	366.8	367.6	366.76	367.64	366.8
1998	8	36022	1998.6219	365.78	367.16	365.62	367	365.78	367.16
1998	9	36053	1998.7068	363.9	367.19	363.93	367.23	363.9	367.19
1998	10	36083	1998.789	364.23	367.68	363.98	367.42	364.23	367.68
1998	11	36114	1998.874	365.46	367.64	365.41	367.6	365.46	367.64
1998	12	36144	1998.9562	366.97	367.9	366.82	367.75	366.97	367.9
1999	1	36175	1999.0411	368.15	368.15	367.87	367.88	368.15	368.15
1999	2	36206	1999.126	368.87	368.16	368.7	367.98	368.87	368.16
1999	3	36234	1999.2027	369.59	368.1	369.55	368.06	369.59	368.1
1999	4	36265	1999.2877	371.14	368.49	370.79	368.13	371.14	368.49
1999	5	36295	1999.3699	371	367.8	371.39	368.2	371	367.8
1999	6	36326	1999.4548	370.35	367.9	370.71	368.26	370.35	367.9
1999	7	36356	1999.537	369.27	368.42	369.16	368.32	369.27	368.42
1999	8	36387	1999.6219	366.93	368.32	367	368.39	366.93	368.32
1999	9	36418	1999.7068	364.63	367.94	365.17	368.47	364.63	367.94
1999	10	36448	1999.789	365.13	368.58	365.09	368.55	365.13	368.58
1999	11	36479	1999.874	366.68	368.87	366.45	368.64	366.68	368.87
1999	12	36509	1999.9562	368	368.94	367.79	368.72	368	368.94
2000	1	36540	2000.041	369.14	369.14	368.81	368.81	369.14	369.14
2000	2	36571	2000.1257	369.46	368.74	369.62	368.91	369.46	368.74
2000	3	36600	2000.2049	370.52	368.99	370.52	369	370.52	368.99
2000	4	36631	2000.2896	371.66	368.98	371.79	369.1	371.66	368.98
2000	5	36661	2000.3716	371.82	368.62	372.42	369.22	371.82	368.62
2000	6	36692	2000.4563	371.7	369.26	371.79	369.35	371.7	369.26
2000	7	36722	2000.5383	370.12	369.3	370.31	369.49	370.12	369.3
2000	8	36753	2000.623	368.12	369.54	368.22	369.64	368.12	369.54
2000	9	36784	2000.7077	366.62	369.94	366.48	369.8	366.62	369.94
2000	10	36814	2000.7896	366.73	370.19	366.48	369.95	366.73	370.19
2000	11	36845	2000.8743	368.29	370.48	367.9	370.09	368.29	370.48
2000	12	36875	2000.9563	369.53	370.46	369.29	370.22	369.53	370.46
2001	1	36906	2001.0411	370.28	370.28	370.34	370.34	370.28	370.28
2001	2	36937	2001.126	371.5	370.78	371.18	370.46	371.5	370.78
2001	3	36965	2001.2027	372.12	370.62	372.06	370.56	372.12	370.62
2001	4	36996	2001.2877	372.87	370.2	373.34	370.67	372.87	370.2
2001	5	37026	2001.3699	374.02	370.8	374.01	370.79	374.02	370.8
2001	6	37057	2001.4548	373.3	370.84	373.38	370.91	373.3	370.84
2001	7	37087	2001.537	371.62	370.77	371.9	371.05	371.62	370.77
2001	8	37118	2001.6219	369.55	370.95	369.79	371.19	369.55	370.95
2001	9	37149	2001.7068	367.96	371.28	368.03	371.35	367.96	371.28
2001	10	37179	2001.789	368.09	371.57	368.03	371.51	368.09	371.57
2001	11	37210	2001.874	369.68	371.89	369.47	371.68	369.68	371.89
2001	12	37240	2001.9562	371.24	372.18	370.9	371.84	371.24	372.18
2002	1	37271	2002.0411	372.43	372.44	372	372	372.43	372.44
2002	2	37302	2002.126	373.09	372.37	372.89	372.17	373.09	372.37
2002	3	37330	2002.2027	373.52	372.01	373.83	372.33	373.52	372.01
2002	4	37361	2002.2877	374.86	372.18	375.19	372.51	374.86	372.18
2002	5	37391	2002.3699	375.55	372.32	375.93	372.7	375.55	372.32
2002	6	37422	2002.4548	375.4	372.93	375.38	372.91	375.4	372.93
2002	7	37452	2002.537	374.02	373.17	373.97	373.12	374.02	373.17
2002	8	37483	2002.6219	371.49	372.89	371.95	373.36	371.49	372.89
2002	9	37514	2002.7068	370.71	374.04	370.26	373.59	370.71	374.04
2002	10	37544	2002.789	370.25	373.74	370.34	373.83	370.25	373.74
2002	11	37575	2002.874	372.08	374.29	371.85	374.07	372.08	374.29
2002	12	37605	2002.9562	373.78	374.72	373.35	374.29	373.78	374.72
2003	1	37636	2003.0411	374.68	374.68	374.51	374.51	374.68	374.68
2003	2	37667	2003.126	375.63	374.9	375.45	374.73	375.63	374.9
2003	3	37695	2003.2027	376.11	374.6	376.43	374.92	376.11	374.6
2003	4	37726	2003.2877	377.65	374.96	377.82	375.13	377.65	374.96
2003	5	37756	2003.3699	378.35	375.11	378.57	375.33	378.35	375.11
2003	6	37787	2003.4548	378.13	375.64	378.02	375.53	378.13	375.64
2003	7	37817	2003.537	376.61	375.75	376.58	375.73	376.61	375.75
2003	8	37848	2003.6219	374.49	375.89	374.52	375.92	374.49	375.89
2003	9	37879	2003.7068	372.98	376.33	372.76	376.11	372.98	376.33
2003	10	37909	2003.789	373	376.5	372.78	376.28	373	376.5
2003	11	37940	2003.874	374.35	376.57	374.22	376.44	374.35	376.57
2003	12	37970	2003.9562	375.69	376.63	375.64	376.59	375.69	376.63
2004	1	38001	2004.041	376.78	376.79	376.72	376.72	376.78	376.79
2004	2	38032	2004.1257	377.36	376.64	377.58	376.85	377.36	376.64
2004	3	38061	2004.2049	378.4	376.85	378.51	376.96	378.4	376.85
2004	4	38092	2004.2896	380.5	377.78	379.8	377.08	380.5	377.78
2004	5	38122	2004.3716	380.61	377.36	380.43	377.18	380.61	377.36
2004	6	38153	2004.4563	379.55	377.08	379.76	377.3	379.55	377.08
2004	7	38183	2004.5383	377.77	376.94	378.24	377.41	377.77	376.94
2004	8	38214	2004.623	375.84	377.28	376.11	377.55	375.84	377.28
2004	9	38245	2004.7077	374.05	377.41	374.34	377.71	374.05	377.41
2004	10	38275	2004.7896	374.22	377.73	374.37	377.87	374.22	377.73
2004	11	38306	2004.8743	375.84	378.07	375.84	378.06	375.84	378.07
2004	12	38336	2004.9563	377.44	378.39	377.31	378.26	377.44	378.39
2005	1	38367	2005.0411	378.34	378.34	378.47	378.47	378.34	378.34
2005	2	38398	2005.126	379.66	378.93	379.42	378.69	379.66	378.93
2005	3	38426	2005.2027	380.38	378.86	380.41	378.89	380.38	378.86
2005	4	38457	2005.2877	382.14	379.43	381.81	379.11	382.14	379.43
2005	5	38487	2005.3699	382.24	378.98	382.58	379.32	382.24	378.98
2005	6	38518	2005.4548	382.1	379.6	382.04	379.54	382.1	379.6
2005	7	38548	2005.537	380.66	379.79	380.61	379.75	380.66	379.79
2005	8	38579	2005.6219	378.68	380.1	378.55	379.97	378.68	380.1
2005	9	38610	2005.7068	376.39	379.76	376.82	380.18	376.39	379.76
2005	10	38640	2005.789	376.79	380.32	376.86	380.39	376.79	380.32
2005	11	38671	2005.874	378.32	380.55	378.36	380.59	378.32	380.55
2005	12	38701	2005.9562	380.02	380.98	379.83	380.78	380.02	380.98
2006	1	38732	2006.0411	381.37	381.37	380.96	380.97	381.37	381.37
2006	2	38763	2006.126	382.03	381.29	381.87	381.14	382.03	381.29
2006	3	38791	2006.2027	382.63	381.1	382.81	381.29	382.63	381.1
2006	4	38822	2006.2877	384.4	381.69	384.16	381.44	384.4	381.69
2006	5	38852	2006.3699	384.94	381.67	384.86	381.59	384.94	381.67
2006	6	38883	2006.4548	384.08	381.57	384.24	381.73	384.08	381.57
2006	7	38913	2006.537	382.36	381.5	382.73	381.87	382.36	381.5
2006	8	38944	2006.6219	380.48	381.9	380.59	382.01	380.48	381.9
2006	9	38975	2006.7068	378.82	382.2	378.78	382.16	378.82	382.2
2006	10	39005	2006.789	379.05	382.59	378.77	382.3	379.05	382.59
2006	11	39036	2006.874	380.17	382.42	380.2	382.45	380.17	382.42
2006	12	39066	2006.9562	381.67	382.63	381.63	382.59	381.67	382.63
2007	1	39097	2007.0411	382.57	382.58	382.73	382.73	382.57	382.58
2007	2	39128	2007.126	383.75	383.01	383.61	382.88	383.75	383.01
2007	3	39156	2007.2027	384.33	382.8	384.55	383.02	384.33	382.8
2007	4	39187	2007.2877	386.23	383.51	385.9	383.17	386.23	383.51
2007	5	39217	2007.3699	386.43	383.15	386.61	383.33	386.43	383.15
2007	6	39248	2007.4548	385.86	383.35	386.01	383.49	385.86	383.35
2007	7	39278	2007.537	384.43	383.57	384.52	383.65	384.43	383.57
2007	8	39309	2007.6219	381.84	383.26	382.4	383.82	381.84	383.26
2007	9	39340	2007.7068	380.86	384.25	380.61	384	380.86	384.25
2007	10	39370	2007.789	380.88	384.43	380.61	384.16	380.88	384.43
2007	11	39401	2007.874	382.39	384.64	382.07	384.32	382.39	384.64
2007	12	39431	2007.9562	383.71	384.67	383.51	384.47	383.71	384.67
2008	1	39462	2008.041	385.04	385.04	384.61	384.61	385.04	385.04
2008	2	39493	2008.1257	385.87	385.13	385.48	384.75	385.87	385.13
2008	3	39522	2008.2049	385.85	384.29	386.44	384.88	385.85	384.29
2008	4	39553	2008.2896	386.77	384.02	387.78	385.03	386.77	384.02
2008	5	39583	2008.3716	388.49	385.2	388.47	385.18	388.49	385.2
2008	6	39614	2008.4563	387.92	385.42	387.85	385.35	387.92	385.42
2008	7	39644	2008.5383	386.32	385.48	386.36	385.52	386.32	385.48
2008	8	39675	2008.623	384.16	385.62	384.24	385.7	384.16	385.62
2008	9	39706	2008.7077	383	386.41	382.46	385.88	383	386.41
2008	10	39736	2008.7896	382.81	386.36	382.48	386.04	382.81	386.36
2008	11	39767	2008.8743	384.05	386.3	383.94	386.19	384.05	386.3
2008	12	39797	2008.9563	385.14	386.1	385.38	386.34	385.14	386.1
2009	1	39828	2009.0411	386.71	386.71	386.49	386.49	386.71	386.71
2009	2	39859	2009.126	387.17	386.43	387.37	386.64	387.17	386.43
2009	3	39887	2009.2027	388.62	387.08	388.31	386.77	388.62	387.08
2009	4	39918	2009.2877	389.51	386.77	389.66	386.92	389.51	386.77
2009	5	39948	2009.3699	390.18	386.88	390.38	387.07	390.18	386.88
2009	6	39979	2009.4548	389.6	387.07	389.78	387.24	389.6	387.07
2009	7	40009	2009.537	388.01	387.14	388.29	387.42	388.01	387.14
2009	8	40040	2009.6219	386.07	387.5	386.18	387.62	386.07	387.5
2009	9	40071	2009.7068	384.61	388.02	384.42	387.83	384.61	388.02
2009	10	40101	2009.789	384.34	387.91	384.47	388.04	384.34	387.91
2009	11	40132	2009.874	386.02	388.29	386.01	388.27	386.02	388.29
2009	12	40162	2009.9562	387.36	388.32	387.53	388.49	387.36	388.32
2010	1	40193	2010.0411	388.56	388.57	388.73	388.73	388.56	388.57
2010	2	40224	2010.126	389.97	389.23	389.7	388.96	389.97	389.23
2010	3	40252	2010.2027	390.99	389.44	390.71	389.16	390.99	389.44
2010	4	40283	2010.2877	392.52	389.77	392.13	389.38	392.52	389.77
2010	5	40313	2010.3699	393.22	389.91	392.89	389.58	393.22	389.91
2010	6	40344	2010.4548	392.29	389.75	392.32	389.78	392.29	389.75
2010	7	40374	2010.537	390.48	389.61	390.84	389.97	390.48	389.61
2010	8	40405	2010.6219	388.54	389.98	388.73	390.17	388.54	389.98
2010	9	40436	2010.7068	386.83	390.25	386.94	390.37	386.83	390.25
2010	10	40466	2010.789	387.14	390.73	386.98	390.56	387.14	390.73
2010	11	40497	2010.874	388.62	390.89	388.49	390.76	388.62	390.89
2010	12	40527	2010.9562	389.89	390.86	389.99	390.96	389.89	390.86
2011	1	40558	2011.0411	391.31	391.31	391.15	391.15	391.31	391.31
2011	2	40589	2011.126	391.92	391.18	-99.99	-99.99	391.92	391.18
2011	3	40617	2011.2027	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99
2011	4	40648	2011.2877	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99
2011	5	40678	2011.3699	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99
2011	6	40709	2011.4548	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99
2011	7	40739	2011.537	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99
2011	8	40770	2011.6219	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99
2011	9	40801	2011.7068	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99
2011	10	40831	2011.789	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99
2011	11	40862	2011.874	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99
2011	12	40892	2011.9562	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99
